id,car_name,brand,model,vehicle_age,km_driven,seller_type,fuel_type,transmission_type,mileage,engine,max_power,seats,selling_price
11107,Mahindra Scorpio,Mahindra,Scorpio,3,50000,Individual,Diesel,Manual,16.36,2179,140,7,1450000
11108,Maruti Swift Dzire,Maruti,Swift Dzire,7,44852,Dealer,Petrol,Manual,19.1,1197,85.8,5,420000
11109,Mahindra XUV300,Mahindra,XUV300,2,20000,Individual,Diesel,Manual,20,1497,115,5,1030000
11110,Hyundai Grand,Hyundai,Grand,3,60000,Individual,Diesel,Manual,24,1186,73.97,5,536000
11111,Renault KWID,Renault,KWID,3,34000,Individual,Petrol,Manual,25.17,799,53.3,5,285000
11112,Hyundai i20,Hyundai,i20,4,39000,Dealer,Diesel,Manual,21.19,1396,88.73,5,850000
11113,Tata Indica,Tata,Indica,9,60000,Individual,Diesel,Manual,18.4,1248,75,5,110000
11114,Chevrolet Beat,Chevrolet,Beat,7,71000,Dealer,Diesel,Manual,25.44,936,57.6,5,220000
11115,Mahindra Xylo,Mahindra,Xylo,11,101759,Individual,Diesel,Manual,14,2498,112,7,300000
11116,Mahindra Bolero,Mahindra,Bolero,4,60000,Individual,Diesel,Manual,15.96,2523,62.1,9,550000
11117,Honda Amaze,Honda,Amaze,6,42380,Dealer,Diesel,Manual,25.8,1498,98.6,5,359000
11118,Maruti Ertiga,Maruti,Ertiga,2,25000,Individual,Diesel,Manual,25.47,1248,88.5,7,950000
11119,Toyota Etios,Toyota,Etios,9,29258,Dealer,Diesel,Manual,23.59,1364,67.05,5,340000
11120,Ford Ecosport,Ford,Ecosport,5,78000,Dealer,Diesel,Manual,22.77,1498,98.59,5,715000
11121,Hyundai Xcent,Hyundai,Xcent,5,40000,Dealer,Petrol,Manual,20.14,1197,81.86,5,345000
11122,Hyundai EON,Hyundai,EON,7,68000,Individual,Petrol,Manual,21.1,814,55.2,5,195000
11123,Maruti Wagon R,Maruti,Wagon R,5,40000,Individual,Petrol,Manual,20.51,998,67.04,5,300000
11124,Hyundai Venue,Hyundai,Venue,1,5000,Individual,Petrol,Automatic,18.15,998,118.35,5,1100000
11125,Hyundai i10,Hyundai,i10,8,60000,Individual,Petrol,Manual,20.36,1197,78.9,5,230000
11126,Renault Duster,Renault,Duster,5,120000,Individual,Diesel,Manual,19.6,1461,108.45,5,700000
11127,Maruti Swift Dzire,Maruti,Swift Dzire,8,93000,Dealer,Diesel,Manual,19.3,1248,73.9,5,520000
11128,Maruti Ertiga,Maruti,Ertiga,8,101000,Individual,Diesel,Manual,20.77,1248,88.8,7,500000
11129,Nissan Micra,Nissan,Micra,3,12000,Dealer,Petrol,Manual,19.69,1198,67.04,5,490000
11130,Hyundai i20,Hyundai,i20,3,15000,Individual,Petrol,Manual,18.6,1197,81.83,5,700000
11131,Hyundai Grand,Hyundai,Grand,8,79115,Dealer,Diesel,Manual,24,1120,70,5,320000
11132,Maruti Alto,Maruti,Alto,4,42691,Dealer,Petrol,Manual,24.7,796,47.3,5,300000
11133,Tata Tiago,Tata,Tiago,2,10000,Individual,Petrol,Manual,23.84,1199,84,5,470000
11134,Maruti Wagon R,Maruti,Wagon R,11,74804,Dealer,Petrol,Manual,18.9,998,67.1,5,275000
11135,Tata Zest,Tata,Zest,3,30000,Dealer,Diesel,Manual,22.95,1248,74,5,500000
11136,Toyota Innova,Toyota,Innova,14,150000,Individual,Diesel,Manual,12.8,2494,102,8,600000
11137,Maruti Alto,Maruti,Alto,12,35000,Dealer,Petrol,Manual,19.7,796,46.3,5,225000
11138,Maruti Wagon R,Maruti,Wagon R,10,30000,Individual,Petrol,Manual,18.9,998,67.1,5,215000
11139,Maruti Swift Dzire,Maruti,Swift Dzire,8,82000,Dealer,Diesel,Manual,23.4,1248,74,5,425000
11140,Hyundai Accent,Hyundai,Accent,15,78000,Individual,Petrol,Manual,13.2,1495,94,5,100000
11141,Mahindra Scorpio,Mahindra,Scorpio,6,55496,Dealer,Diesel,Manual,15.4,2179,120,7,925000
11142,Volkswagen Polo,Volkswagen,Polo,2,36800,Dealer,Diesel,Manual,20.14,1498,88,5,675000
11143,Maruti Alto,Maruti,Alto,6,38568,Dealer,Petrol,Manual,22.74,796,47.3,5,225000
11144,Nissan Sunny,Nissan,Sunny,9,40000,Dealer,Diesel,Manual,21.64,1461,84.8,5,275000
11145,Tata Tigor,Tata,Tigor,3,65000,Individual,Diesel,Manual,24.7,1047,69,5,600000
11146,Hyundai EON,Hyundai,EON,5,50000,Individual,Petrol,Manual,21.1,814,55.2,5,223000
11147,Mahindra TUV,Mahindra,TUV,4,50000,Individual,Diesel,Manual,18.49,1493,100,7,700000
11148,Mahindra Verito,Mahindra,Verito,10,97000,Individual,Diesel,Manual,21,1461,64.1,5,250000
11149,Honda City,Honda,City,7,25000,Dealer,Diesel,Manual,26,1498,98.6,5,525000
11150,Maruti Wagon R,Maruti,Wagon R,8,61996,Dealer,Petrol,Manual,20.51,998,67.04,5,300000
11151,Maruti Wagon R,Maruti,Wagon R,5,32000,Dealer,Petrol,Manual,18.9,998,67.1,5,350000
11152,Tata Sumo,Tata,Sumo,9,50000,Individual,Diesel,Manual,15.3,2956,83.8,7,570000
11153,Maruti SX4,Maruti,SX4,4,9195,Dealer,Diesel,Manual,23.65,1248,88.5,5,975000
11154,Maruti Wagon R,Maruti,Wagon R,12,50000,Individual,Petrol,Manual,18.9,1061,67,5,200000
11155,Maruti Alto,Maruti,Alto,5,29000,Individual,Petrol,Manual,22.74,796,47.3,5,240000
11156,Ford Figo,Ford,Figo,4,44000,Dealer,Petrol,Manual,18.16,1196,86.8,5,580000
11157,Mahindra Marazzo,Mahindra,Marazzo,3,41000,Individual,Diesel,Manual,17.3,1497,121,7,1050000
11158,Maruti Alto,Maruti,Alto,10,68203,Dealer,Petrol,Manual,23.95,998,67.05,5,210000
11159,Mahindra Bolero,Mahindra,Bolero,6,65211,Dealer,Diesel,Manual,15.96,2523,62.1,7,700000
11160,BMW 3,BMW,3,3,40000,Dealer,Diesel,Automatic,21.76,1995,188,5,3580000
11161,Renault KWID,Renault,KWID,4,9265,Individual,Petrol,Manual,23.01,999,67,5,350000
11162,Tata Bolt,Tata,Bolt,6,98264,Dealer,Diesel,Manual,22.95,1248,74,5,350000
11163,Maruti Vitara,Maruti,Vitara,4,25000,Individual,Diesel,Manual,24.3,1248,88.5,5,830000
11164,Volkswagen Vento,Volkswagen,Vento,7,70000,Dealer,Diesel,Manual,20.34,1498,103.2,5,470000
11165,Maruti Baleno,Maruti,Baleno,5,67500,Individual,Petrol,Manual,21.4,1197,83.1,5,480000
11166,Nissan Micra,Nissan,Micra,7,35000,Dealer,Petrol,Manual,18.44,1198,75,5,270000
11167,Volkswagen Polo,Volkswagen,Polo,6,110000,Dealer,Diesel,Manual,19.91,1498,103.6,5,615000
11168,Honda Amaze,Honda,Amaze,5,18800,Individual,Petrol,Manual,18,1198,86.7,5,450000
11169,Volkswagen Vento,Volkswagen,Vento,9,52120,Dealer,Petrol,Manual,15.04,1598,103.6,5,249000
11170,Maruti Swift,Maruti,Swift,7,47500,Dealer,Petrol,Manual,22,1197,81.8,5,400000
11171,Maruti Ertiga,Maruti,Ertiga,4,18000,Individual,Petrol,Manual,17.5,1373,91.1,7,675000
11172,Hyundai EON,Hyundai,EON,5,15000,Dealer,Petrol,Manual,21.1,814,55.2,5,275000
11173,Maruti Alto,Maruti,Alto,15,90000,Dealer,Petrol,Manual,19.7,796,46.3,5,110000
11174,Ford Ecosport,Ford,Ecosport,7,72341,Dealer,Diesel,Manual,22.77,1498,98.59,5,510000
11175,Ford Fiesta,Ford,Fiesta,15,30000,Individual,Petrol,Manual,16.6,1388,68,5,150000
11176,Chevrolet Beat,Chevrolet,Beat,8,60000,Individual,Diesel,Manual,25.44,936,57.6,5,136000
11177,Hyundai Grand,Hyundai,Grand,4,77795,Dealer,Diesel,Manual,24,1186,73.97,5,475000
11178,Maruti Swift Dzire,Maruti,Swift Dzire,9,250000,Individual,Diesel,Manual,19.3,1248,73.9,5,400000
11179,Mahindra Verito,Mahindra,Verito,9,110000,Individual,Diesel,Manual,21,1461,64.1,5,245000
11180,Honda WR-V,Honda,WR-V,4,30000,Individual,Diesel,Manual,25.5,1498,98.6,5,750000
11181,Chevrolet Tavera,Chevrolet,Tavera,5,100000,Individual,Diesel,Manual,13.58,2499,72.4,9,700000
11182,Tata Indica,Tata,Indica,13,49568,Dealer,Petrol,Manual,16.84,1193,64.4,5,99000
11183,Hyundai i10,Hyundai,i10,7,60000,Individual,Petrol,Manual,20.36,1197,78.9,5,285000
11184,Hyundai Grand,Hyundai,Grand,3,18200,Dealer,Petrol,Manual,18.9,1197,81.86,5,500000
11185,Toyota Innova,Toyota,Innova,9,120000,Individual,Petrol,Manual,12.4,1998,132,8,650000
11186,Honda Mobilio,Honda,Mobilio,5,8989,Dealer,Petrol,Manual,17.3,1497,117.3,7,600000
11187,Maruti Baleno,Maruti,Baleno,3,31400,Dealer,Petrol,Manual,21.01,1197,81.8,5,635000
11188,Honda City,Honda,City,6,34277,Dealer,Petrol,Manual,17.8,1497,117.3,5,575000
11189,Maruti Swift,Maruti,Swift,11,42500,Dealer,Diesel,Manual,25.2,1248,74,5,219000
11190,Mercedes-Benz GL-Class,Mercedes-Benz,GL-Class,9,186900,Dealer,Diesel,Automatic,11.3,2987,254.8,7,1690000
11191,Maruti Alto,Maruti,Alto,5,50000,Individual,Petrol,Manual,23.95,998,67.05,5,280000
11192,Chevrolet Tavera,Chevrolet,Tavera,16,150000,Individual,Diesel,Manual,14.8,2499,80,10,320000
11193,Maruti Ertiga,Maruti,Ertiga,5,90000,Individual,Diesel,Manual,24.52,1248,88.5,7,550000
11194,Maruti Baleno,Maruti,Baleno,3,50000,Individual,Petrol,Manual,21.4,1197,83.1,5,625000
11195,Honda BR-V,Honda,BR-V,4,5000,Individual,Petrol,Manual,15.4,1497,117.3,7,1000000
11196,Maruti Alto,Maruti,Alto,8,46783,Trustmark Dealer,CNG,Manual,30.46,796,47.3,5,210000
11197,Maruti Swift Dzire,Maruti,Swift Dzire,4,23000,Dealer,Petrol,Manual,20.85,1197,83.14,5,525000
11198,Tata Vista,Tata,Vista,9,60000,Dealer,Diesel,Manual,22.3,1248,74,5,150000
11199,Toyota Etios,Toyota,Etios,6,28000,Dealer,Petrol,Manual,17.71,1197,78.9,5,535000
11200,Maruti Alto,Maruti,Alto,2,40000,Individual,Petrol,Manual,24.7,796,47.3,5,290000
11201,Maruti Swift Dzire,Maruti,Swift Dzire,11,59117,Dealer,Petrol,Manual,17.5,1298,85.8,5,300000
11202,Chevrolet Beat,Chevrolet,Beat,9,27000,Dealer,Petrol,Manual,18.6,1199,79.4,5,155000
11203,Audi A4,Audi,A4,7,32000,Dealer,Diesel,Automatic,16.55,1968,147.51,5,1780000
11204,Ford Ecosport,Ford,Ecosport,8,60000,Dealer,Diesel,Manual,22.7,1498,89.84,5,430000
11205,Hyundai Verna,Hyundai,Verna,2,9915,Dealer,Diesel,Automatic,22,1582,126.2,5,1590000
11206,Tata Zest,Tata,Zest,6,30253,Individual,Petrol,Manual,17.57,1193,88.7,5,425000
11207,Hyundai EON,Hyundai,EON,2,5000,Individual,Petrol,Manual,20.3,998,68.05,5,330000
11208,Hyundai Verna,Hyundai,Verna,8,48265,Dealer,Petrol,Automatic,17.01,1591,121.4,5,415000
11209,Ford Endeavour,Ford,Endeavour,9,80000,Individual,Diesel,Manual,13.1,2499,141,7,500000
11210,Hyundai i20,Hyundai,i20,2,23700,Individual,Petrol,Manual,18.6,1197,81.86,5,550000
11211,Hyundai Elantra,Hyundai,Elantra,6,59000,Dealer,Petrol,Manual,16.3,1797,147.4,5,699000
11212,Chevrolet Tavera,Chevrolet,Tavera,5,140000,Individual,Diesel,Manual,13.58,2499,72.4,10,600000
11213,Volkswagen Ameo,Volkswagen,Ameo,4,28000,Individual,Petrol,Manual,17,1198,73.75,5,460000
11214,Maruti Vitara,Maruti,Vitara,5,40000,Individual,Diesel,Manual,24.3,1248,88.5,5,700000
11215,Ford Fiesta,Ford,Fiesta,13,61900,Individual,Petrol,Manual,15.3,1596,99.6,5,225000
11216,Datsun GO,Datsun,GO,5,15000,Individual,Petrol,Manual,20.63,1198,67,5,320000
11217,Maruti Swift Dzire,Maruti,Swift Dzire,10,70000,Individual,Petrol,Manual,17.5,1197,85.8,5,300000
11218,Mahindra Xylo,Mahindra,Xylo,7,120000,Individual,Diesel,Manual,14.95,2489,93.7,7,475000
11219,Toyota Fortuner,Toyota,Fortuner,7,139830,Dealer,Diesel,Manual,13,2982,168.5,7,1675000
11220,Lexus ES,Lexus,ES,4,24000,Dealer,Petrol,Automatic,22.37,2487,214.56,5,4700000
11221,Ford Ecosport,Ford,Ecosport,8,71000,Dealer,Diesel,Manual,22.7,1498,89.84,5,475000
11222,Volkswagen Ameo,Volkswagen,Ameo,3,22500,Dealer,Petrol,Manual,17,1198,73.75,5,530000
11223,Maruti Swift,Maruti,Swift,4,30000,Individual,Petrol,Manual,22,1197,81.8,5,460000
11224,Maruti Swift,Maruti,Swift,1,15000,Individual,Diesel,Manual,28.4,1248,74,5,700000
11225,Hyundai i20,Hyundai,i20,4,11000,Dealer,Petrol,Manual,18.6,1197,81.83,5,740000
11226,Hyundai Santro,Hyundai,Santro,11,60200,Individual,LPG,Manual,17.8,1086,63,5,150000
11227,Hyundai Xcent,Hyundai,Xcent,4,40000,Individual,Petrol,Manual,20.14,1197,81.86,5,400000
11228,Maruti Alto,Maruti,Alto,7,80000,Individual,Petrol,Manual,22.74,796,47.3,5,210000
11229,Renault Pulse,Renault,Pulse,7,32052,Dealer,Diesel,Manual,23.08,1461,63.12,5,250000
11230,Maruti Swift Dzire,Maruti,Swift Dzire,3,70000,Individual,Diesel,Manual,28.4,1248,74.02,5,690000
11231,Tata Tiago,Tata,Tiago,3,30000,Individual,Petrol,Manual,23.84,1199,84,5,400000
11232,Honda City,Honda,City,8,8989,Dealer,Petrol,Manual,16.8,1497,116.3,5,525000
11233,Hyundai EON,Hyundai,EON,9,29000,Dealer,Petrol,Manual,21.1,814,55.2,5,195000
11234,Hyundai Grand,Hyundai,Grand,3,35000,Individual,Diesel,Manual,24,1186,73.97,5,550000
11235,Maruti Swift Dzire,Maruti,Swift Dzire,1,45000,Individual,CNG,Manual,26.55,1197,81.8,5,550000
11236,Volkswagen Polo,Volkswagen,Polo,4,10000,Individual,Petrol,Manual,16.2,1199,74,5,500000
11237,Maruti Alto,Maruti,Alto,5,13000,Individual,Petrol,Manual,22.74,796,47.3,5,250000
11238,Ford Classic,Ford,Classic,10,61000,Dealer,Diesel,Manual,19.68,1399,67,5,390000
11239,Hyundai i10,Hyundai,i10,9,26099,Dealer,Petrol,Manual,19.81,1086,68.05,5,239000
11240,Ford Ecosport,Ford,Ecosport,5,55000,Dealer,Diesel,Manual,22.7,1498,89.84,5,750000
11241,Hyundai i20,Hyundai,i20,7,43000,Dealer,Petrol,Manual,18.6,1197,81.83,5,450000
11242,Hyundai i20,Hyundai,i20,6,87000,Individual,Petrol,Manual,18.6,1197,81.83,5,475000
11243,Nissan Terrano,Nissan,Terrano,6,120000,Individual,Diesel,Manual,19.01,1461,108.5,5,700000
11244,Honda BRV,Honda,BRV,4,13700,Individual,Petrol,Manual,15.4,1497,117.3,7,780000
11245,Honda City,Honda,City,5,31975,Dealer,Petrol,Manual,17.8,1497,117.3,5,539000
11246,Renault Lodgy,Renault,Lodgy,2,30000,Individual,Diesel,Manual,19.98,1461,108.5,7,1175000
11247,Ford Fiesta,Ford,Fiesta,14,80000,Individual,Petrol,Manual,15.3,1596,101,5,300000
11248,Ford Ecosport,Ford,Ecosport,4,40000,Individual,Diesel,Manual,22.77,1498,98.59,5,888000
11249,Mahindra KUV,Mahindra,KUV,4,100000,Individual,Diesel,Manual,25.32,1198,77,5,450000
11250,Maruti Alto,Maruti,Alto,4,11000,Dealer,Petrol,Manual,24.7,796,47.3,5,285000
11251,Mahindra Bolero,Mahindra,Bolero,10,160000,Individual,Diesel,Manual,13.6,2523,63,7,350000
11252,Tata Indica,Tata,Indica,9,60000,Individual,Diesel,Manual,25,1396,69,5,180000
11253,Ford Fiesta,Ford,Fiesta,13,82000,Dealer,Petrol,Manual,15.3,1596,101,5,225000
11254,Maruti Wagon R,Maruti,Wagon R,12,36259,Dealer,Petrol,Manual,18.9,998,67.1,5,129000
11255,Hyundai i10,Hyundai,i10,10,30000,Individual,Petrol,Automatic,16.95,1197,78.9,5,225000
11256,Hyundai Grand,Hyundai,Grand,5,36000,Dealer,Petrol,Manual,18.9,1197,82,5,379000
11257,Maruti Celerio,Maruti,Celerio,4,4000,Individual,Petrol,Automatic,23.1,998,67.04,5,478000
11258,Hyundai Grand,Hyundai,Grand,8,40000,Individual,Diesel,Manual,24,1120,70,5,350000
11259,Hyundai Verna,Hyundai,Verna,12,25000,Individual,Petrol,Manual,13.9,1599,103.2,5,140000
11260,Maruti Vitara,Maruti,Vitara,2,25000,Individual,Diesel,Manual,24.3,1248,88.5,5,800000
11261,Maruti Swift,Maruti,Swift,7,67067,Dealer,Diesel,Manual,28.4,1248,74,5,425000
11262,Renault Captur,Renault,Captur,3,40000,Individual,Diesel,Manual,20.37,1461,108.45,5,1200000
11263,Maruti Swift,Maruti,Swift,5,90000,Individual,Diesel,Manual,25.2,1248,74,5,450000
11264,Tata Safari,Tata,Safari,3,30000,Individual,Diesel,Manual,14.1,2179,153.86,7,1100000
11265,Renault Duster,Renault,Duster,8,61000,Individual,Diesel,Manual,19.01,1461,108.45,5,500000
11266,Maruti Zen,Maruti,Zen,9,50000,Individual,Petrol,Manual,19,998,67.1,5,190000
11267,Honda Jazz,Honda,Jazz,4,78000,Dealer,Diesel,Manual,27.3,1498,98.6,5,635000
11268,Maruti Wagon R,Maruti,Wagon R,10,78000,Dealer,CNG,Manual,26.2,998,58.2,5,210000
11269,Maruti Swift Dzire,Maruti,Swift Dzire,2,9900,Individual,Diesel,Manual,28.4,1248,74.02,5,750000
11270,Mahindra Verito,Mahindra,Verito,7,161000,Individual,Diesel,Manual,21.03,1461,65,5,330000
11271,Volkswagen Vento,Volkswagen,Vento,8,55000,Dealer,Petrol,Manual,15.04,1598,103.6,5,335000
11272,Maruti Wagon R,Maruti,Wagon R,6,32000,Dealer,Petrol,Manual,18.9,998,67.1,5,350000
11273,Hyundai Creta,Hyundai,Creta,3,85000,Individual,Diesel,Manual,19.67,1582,126.2,5,1150000
11274,Volkswagen Vento,Volkswagen,Vento,5,28000,Dealer,Diesel,Automatic,22.15,1498,108.6,5,565000
11275,Honda City,Honda,City,10,40833,Dealer,Petrol,Automatic,16.8,1497,118,5,375000
11276,Audi Q5,Audi,Q5,8,45000,Dealer,Diesel,Automatic,14.16,1968,174.3,5,1750000
11277,Renault Duster,Renault,Duster,8,70000,Individual,Diesel,Manual,19.01,1461,108.45,5,400000
11278,Mahindra Bolero,Mahindra,Bolero,3,22000,Individual,Diesel,Manual,15.96,2523,62.1,7,780000
11279,Hyundai Santro,Hyundai,Santro,8,40000,Individual,Petrol,Manual,17.92,1086,62.1,5,240000
11280,Mahindra Scorpio,Mahindra,Scorpio,11,49000,Dealer,Diesel,Manual,12.05,2179,120,7,399000
11281,Mahindra Bolero,Mahindra,Bolero,5,80000,Individual,Diesel,Manual,16.5,1493,70,7,650000
11282,Hyundai EON,Hyundai,EON,8,51703,Dealer,Petrol,Manual,21.1,814,55.2,5,260000
11283,Hyundai Accent,Hyundai,Accent,14,40000,Individual,Petrol,Manual,13.2,1495,94,5,120000
11284,Maruti Alto,Maruti,Alto,4,18000,Individual,Petrol,Manual,24.7,796,47.3,5,270000
11285,Maruti Alto,Maruti,Alto,5,30000,Individual,Petrol,Manual,23.95,998,67.05,5,300000
11286,Hyundai Creta,Hyundai,Creta,2,40000,Individual,Diesel,Manual,20.5,1582,126.2,5,1500000
11287,Hyundai Grand,Hyundai,Grand,4,29000,Individual,Petrol,Manual,18.9,1197,81.86,5,485000
11288,Maruti Ciaz,Maruti,Ciaz,2,40000,Dealer,Petrol,Manual,20.73,1373,91.1,5,825000
11289,Tata Indica,Tata,Indica,12,77932,Individual,Diesel,Manual,17,1405,71,5,120000
11290,Toyota Innova,Toyota,Innova,6,950000,Dealer,Diesel,Manual,12.99,2494,100.6,7,950000
11291,Maruti Ritz,Maruti,Ritz,9,120000,Individual,Diesel,Manual,23.2,1248,73.94,5,175000
11292,Maruti Vitara,Maruti,Vitara,5,54287,Dealer,Diesel,Manual,24.3,1248,88.5,5,660000
11293,Maruti Eeco,Maruti,Eeco,2,40000,Individual,CNG,Manual,21.94,1196,61.7,5,400000
11294,Maruti Celerio,Maruti,Celerio,4,19000,Individual,Petrol,Manual,23.1,998,67.04,5,410000
11295,Toyota Innova,Toyota,Innova,4,30000,Individual,Diesel,Manual,13.68,2393,147.8,7,1950000
11296,Hyundai i20,Hyundai,i20,6,70000,Individual,Petrol,Manual,18.6,1197,81.83,5,444000
11297,Maruti Wagon R,Maruti,Wagon R,5,68000,Dealer,CNG,Manual,26.2,998,58.2,5,320000
11298,Maruti Ciaz,Maruti,Ciaz,3,10000,Individual,Petrol,Manual,20.73,1373,91.1,5,780000
11299,Hyundai Verna,Hyundai,Verna,1,5000,Individual,Petrol,Manual,17.7,1497,113.42,5,816000
11300,Mercedes-Benz E-Class,Mercedes-Benz,E-Class,5,36000,Dealer,Diesel,Automatic,13,2143,204,5,2790000
11301,Maruti Swift Dzire,Maruti,Swift Dzire,6,50000,Dealer,Petrol,Manual,20.85,1197,83.14,5,450000
11302,Kia Seltos,Kia,Seltos,2,6076,Dealer,Petrol,Manual,16.8,1497,113.4,5,1149000
11303,Honda City,Honda,City,2,15000,Individual,Diesel,Manual,25.6,1498,97.9,5,1050000
11304,Ford Ecosport,Ford,Ecosport,7,80900,Dealer,Diesel,Manual,22.7,1498,89.84,5,475000
11305,Toyota Innova,Toyota,Innova,7,15000,Individual,Diesel,Manual,12.99,2494,100.6,7,925000
11306,Tata Hexa,Tata,Hexa,2,40000,Individual,Diesel,Manual,17.6,2179,153.86,7,1525000
11307,Tata Tiago,Tata,Tiago,5,29035,Dealer,Petrol,Manual,23.84,1199,84,5,375000
11308,Tata Safari,Tata,Safari,6,150000,Dealer,Diesel,Manual,14.1,2179,148,7,650000
11309,Maruti Baleno,Maruti,Baleno,3,20000,Dealer,Petrol,Manual,21.01,1197,81.8,5,570000
11310,Tata Safari,Tata,Safari,11,61000,Dealer,Diesel,Manual,13.93,2179,138,7,195000
11311,Toyota Fortuner,Toyota,Fortuner,9,97000,Dealer,Diesel,Manual,13,2982,168.7,7,1299000
11312,Maruti Alto,Maruti,Alto,6,49163,Dealer,Petrol,Manual,22.74,796,47.3,5,285000
11313,Tata Nexon,Tata,Nexon,3,21000,Individual,Diesel,Manual,21.5,1497,108.5,5,900000
11314,Honda WR-V,Honda,WR-V,2,13500,Individual,Petrol,Manual,17.5,1199,88.7,5,775000
11315,Mahindra Bolero,Mahindra,Bolero,1,2500,Individual,Diesel,Manual,15.96,2523,63,9,800000
11316,Maruti Alto,Maruti,Alto,13,60000,Individual,Petrol,Manual,19.7,796,46.3,5,97000
11317,Maruti Alto,Maruti,Alto,3,10000,Individual,Petrol,Manual,23.95,998,67.05,5,320000
11318,Volkswagen Jetta,Volkswagen,Jetta,7,90000,Dealer,Diesel,Automatic,16.96,1968,138.03,5,1050000
11319,Maruti Swift,Maruti,Swift,3,40000,Individual,Petrol,Manual,22,1197,81.8,5,515000
11320,Volkswagen Polo,Volkswagen,Polo,5,19000,Dealer,Petrol,Manual,16.2,1199,74,5,420000
11321,Nissan Micra,Nissan,Micra,4,36036,Dealer,Petrol,Manual,19.69,1198,67.04,5,375000
11322,Ford Ecosport,Ford,Ecosport,3,30000,Individual,Diesel,Manual,23,1498,98.96,5,950000
11323,Volkswagen Polo,Volkswagen,Polo,6,28500,Dealer,Diesel,Manual,20.14,1498,88.7,5,435000
11324,Maruti Baleno,Maruti,Baleno,3,14000,Dealer,Diesel,Manual,27.39,1248,74,5,730000
11325,Hyundai EON,Hyundai,EON,6,36000,Dealer,Petrol,Manual,21.1,814,55.2,5,360000
11326,Hyundai Verna,Hyundai,Verna,6,34105,Dealer,Diesel,Manual,23.9,1582,126.2,5,549000
11327,Maruti Wagon R,Maruti,Wagon R,9,60000,Individual,Petrol,Manual,18.9,998,67.1,5,235000
11328,Chevrolet Spark,Chevrolet,Spark,11,70000,Individual,Petrol,Manual,16,995,63,5,100000
11329,BMW 7,BMW,7,3,16000,Dealer,Diesel,Automatic,16.77,2993,261.49,5,8200000
11330,Datsun RediGO,Datsun,RediGO,4,27500,Individual,Petrol,Manual,22.7,799,53.64,5,206000
11331,Datsun GO,Datsun,GO,6,36000,Dealer,Petrol,Manual,19.02,1198,67.05,7,290000
11332,Maruti Wagon R,Maruti,Wagon R,18,150000,Individual,Petrol,Manual,18.9,998,67.1,5,65000
11333,Mahindra Scorpio,Mahindra,Scorpio,9,120000,Individual,Diesel,Automatic,11.79,2179,120,8,600000
11334,Chevrolet Spark,Chevrolet,Spark,11,50000,Individual,Petrol,Manual,18,995,62,5,85000
11335,Honda BRV,Honda,BRV,5,39000,Dealer,Petrol,Manual,15.4,1497,117.3,7,700000
11336,Toyota Innova,Toyota,Innova,9,120000,Individual,Diesel,Manual,12.99,2494,100.6,8,800000
11337,Hyundai Grand,Hyundai,Grand,7,32000,Dealer,Petrol,Manual,18.9,1197,82,5,393000
11338,Volkswagen Polo,Volkswagen,Polo,5,9700,Dealer,Diesel,Manual,20.14,1498,88,5,450000
11339,Toyota Innova,Toyota,Innova,9,165000,Individual,Diesel,Manual,12.8,2494,102,7,850000
11340,Mahindra Alturas,Mahindra,Alturas,3,13000,Individual,Diesel,Automatic,12.05,2157,178.49,7,2400000
11341,Toyota Innova,Toyota,Innova,8,98000,Individual,Diesel,Manual,12.8,2494,102,8,1000000
11342,Hyundai Xcent,Hyundai,Xcent,4,26000,Individual,Petrol,Manual,20.14,1197,81.86,5,450000
11343,Maruti Wagon R,Maruti,Wagon R,4,3192,Dealer,Petrol,Manual,20.51,998,67.04,5,415000
11344,Hyundai Verna,Hyundai,Verna,2,15000,Individual,Petrol,Automatic,17,1591,121.3,5,1250000
11345,Honda Jazz,Honda,Jazz,5,17012,Dealer,Petrol,Automatic,19,1199,88.7,5,540000
11346,Hyundai Xcent,Hyundai,Xcent,2,5000,Individual,Petrol,Manual,20.14,1197,81.86,5,650000
11347,Maruti Swift Dzire,Maruti,Swift Dzire,8,60000,Individual,Petrol,Manual,19.1,1197,85.8,5,319000
11348,Hyundai i10,Hyundai,i10,7,17800,Individual,Petrol,Manual,19.81,1086,68.05,5,325000
11349,Renault Duster,Renault,Duster,9,70000,Individual,Diesel,Manual,19.01,1461,108.45,5,400000
11350,Honda Jazz,Honda,Jazz,4,26000,Dealer,Petrol,Manual,18.7,1199,88.7,5,635000
11351,Nissan Terrano,Nissan,Terrano,6,40000,Individual,Diesel,Manual,20.45,1461,83.8,5,700000
11352,Renault KWID,Renault,KWID,5,30000,Individual,Petrol,Manual,25.17,799,53.3,5,225000
11353,Honda Jazz,Honda,Jazz,5,100000,Individual,Diesel,Manual,27.3,1498,98.6,5,500000
11354,Honda Jazz,Honda,Jazz,5,16000,Dealer,Diesel,Manual,27.3,1498,98.6,5,725000
11355,Volkswagen Polo,Volkswagen,Polo,7,85000,Individual,Petrol,Manual,16.47,1198,74,5,290000
11356,Tata Indigo,Tata,Indigo,12,40000,Individual,Petrol,Manual,15.4,1193,65,5,100000
11357,Maruti Celerio,Maruti,Celerio,7,43500,Dealer,Petrol,Manual,23.1,998,67.04,5,319000
